date,recorder,crew,capture_method,location,specific_location,sex,fish_of_day,fin_clip_id,scales_id,TL_estimate_in,FL_mm,wt_estimate_lb,wt_g,bioimp_a,bioimp_b,anesthesia_temp_C,diet_id,pit_id,radio_freq,radio_id,copepods,lamprey_marks,comments
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",,15,15,15,,480,,928,57.9,22.7,15.6,,003BC3BFC1,210,13,Y,3,"caudal injury (broken bottom ray), bleeder, 2 lamprey marks above pelvic girdle and 1 near anal, skinny"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",F,16,16,16,,550,,1766,44.6,22.8,15.6,,003BC3BF97,210,5,N,1,"caudal fin rot, lamprey mark above anal, lesion on peduncle, yellow spot on pelvic"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,17,17,17,,650,,3662,44.2,20.2,15.6,,003BC3BF9F,210,14,N,1,"injury on lower jaw, lamprey mark above pelvic girdle, pelvic fin split"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",F,18,18,18,,610,,3040,39.1,20.8,14.9,,003BC3BF8F,210,9,Y,0,"bite out of caudal fin middle, healed wound above pec fins, great condition, bright small yellow spot between pec fins"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,19,19,19,,552,,1830,46.9,21.8,14.9,,003BC3BFAF,210,17,Y,0,"dark, skinny"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,20,20,20,,582,,2328,47.7,24,14.9,,003BC3BFAB,210,8,Y,0,"copepods and resulting sores all over body, bright, lisa says feels gushy like female"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,21,21,21,,605,,2758,38.3,19.1,14.9,,003BC3BF9B,210,6,N,0,"bright, severe bite out of caudal fin, frayed fins, tail rot?"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,22,22,22,,605,,2310,42.2,21.4,15.7,,003BC3BF99,210,12,N,5,"lamprey marks: 1 on pec fin, 2 above anal, 1 just behind pec"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",F,23,23,23,,495,,1602,55,23.5,15.7,232,,,,,0,"diet = 5 sculpin 102, 68, 59, 70, 81 mm, no diet photo"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,24,24,24,,500,,1322,49.5,22.5,15.7,233,,,,,0,"diet = blue chub 107 mm, 5 leeches approx. 65 mm, unid. insect wing, no diet photo"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",F,25,25,25,,499,,1344,48.1,22.9,15.7,234,,,,Y,2,"lamprey marks above anal and behind opercle on back, diet = blue chub 102mm, unid. fish 100 mm, fathead minnows 55, 50, 50 mm, 15 leeches approx. 60 mm"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",M,26,26,26,,660,,2712,39.5,19.2,15.2,235,,,,Y,2,"lamprey marks on chin and peduncle, diet = unid. fish parts (2 fathead minnows?) approx. 50 mm each"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",F,27,27,27,,503,,1534,45.5,21.4,15.2,236,,,,,1,"lamprey mark on caudal fin, tail rot, diet = blue chub 100 mm, 3 leeches approx. 25 mm, unid. fish 40 mm"
5/5/2017,NH,,angling,UKL,"South UKL (Cove Pt, Hanks Marsh, Skillet Handle)",F,28,,,,650,,3284,36,17.8,15.2,237,,,,Y,0,"abraded lower jaw and opercle, huge adipose fin, diet = sculpin 70, 60 mm, unid. chub 120 mm, leech 120 mm"
5/6/2017,NH,,angling,Spencer Ck,Spencer Ck,,1,,1,,216,,158,,,,,,,,,,prominent parr marks
5/6/2017,NH,,angling,Spencer Ck,Spencer Ck,F,2,2,2,,342,,462,75.3,27.9,10.5,,003BC3BF95,170,14,N,0,healed laceration above pelvic girdle
5/6/2017,NH,,angling,Spencer Ck,Spencer Ck,M,3,3,3,,292,,340,84.2,28.1,,,003BC3BF24,170,7,N,0,predator mark
5/6/2017,NH,,angling,Spencer Ck,Spencer Ck,,4,4,4,,227,,120,165.2,37,10.5,,,,,N,0,prominent parr marks
5/6/2017,NH,,angling,Spencer Ck,Spencer Ck,,5,5,5,,200,,112,173.1,39.8,10.5,,,,,N,0,prominent parr marks
5/6/2017,NH,,angling,Spencer Ck,Spencer Ck,,6,6,6,,215,,116,172.5,40.4,10.5,,,,,N,0,
5/17/2017,JO,,angling,UKL,Shoalwater Marsh,M,1,1,1,,575,,2060,47.7,26.2,,20,003BC3BF89,,,Y,,copepods on gills
5/17/2017,JO,,angling,UKL,Shoalwater Marsh,F,2,2,2,,490,,1386,51.1,25,,21,003BC3BFC7,,,Y,,"copepods on gills, lamprey mark old"
5/18/2017,MW,,angling,UKL,Eagle Ridge,F,1,1,1,,593,,2400,,,,29,003BC3BF64,,,N,,"empty stomach, though gastric lavage tool used was not functioning well, mass recorded as 2.4 kg"
5/18/2017,MW,,angling,UKL,Eagle Ridge,M,2,2,2,,611,,3400,,,,30,003BC3BF72,,,Y,,mass recorded as 3.4 kg
5/18/2017,MW,,angling,UKL,Eagle Ridge,M,3,3,3,,569,,2800,,,,31,,,,Y,,"yellow spot, tail fungus, mass recorded as 2.8 kg"
5/18/2017,MW,,angling,UKL,Eagle Ridge,M,4,4,4,,621,,2900,,,,32,003BC3BF6E,,,Y,,"empty stomach, though gastric lavage tool used was not functioning well, mass recorded as 2.9"
5/18/2017,MW,,angling,UKL,Eagle Ridge,M,5,5,5,,609,,2900,,,,,003BC3BF84,,,Y,,unclear if diet not taken or empty stomach
5/18/2017,NH,,angling,UKL,Shoalwater Marsh,M,6,KL8,6,,580,,2338,49.3,26.2,,26,003BC3BFA1,,,N,,"chrome, lamprey marks = 2 dorsal, 1 caudal"
5/18/2017,NH,,angling,UKL,Shoalwater Marsh,F,7,7,7,,670,,3078,41.5,20.7,,27,003BC3BF96,,,Y,,"copepods on anus, copepod marks on side, lamprey marks OLD - 1 ventral and 2 above anal fin, old hook injury - deformed maxilla, set #3 of pics in nick's phone"
5/18/2017,NH,,angling,UKL,Shoalwater Marsh,M,8,8,8,,558,,2098,50.1,25.3,,28,003BC3BF83,,,,,"chub lengths = 120, 105, 175 mm, set #2 of pics in nick's phone"
5/19/2017,TW,,angling,UKL,Eagle Ridge,F,1,1,1,,565,,1920,46.5,21.5,,33,003BC3BF5D,,,Y,,"20170519-JO1, kelt, lamprey marks healed"
5/19/2017,TW,,angling,UKL,Eagle Ridge,F,2,2,2,,544,,1804,48.7,25.9,,34,003BC3BF6C,,,Y,,"20170519-JO2, lamprey marks recorded as ""4 fresh healed"", copepods minimal, unlabeled other diet item x 3 at 2 mm"
5/19/2017,TW,,angling,UKL,Eagle Ridge,F,3,3,3,,592,,2608,40.7,21.5,,35,003BC3BF3B,,,N,,"unmeasurable fathead skeletal parts, eroded dorsal, 20170519-JO3"
5/22/2017,MR,,angling,UKL,Skillet Handle,F,1,1,1,,620,,2782,41.2,24.1,,,,,,Y,,"no diet taken, hit gill arch but fish recovered fully"
5/22/2017,MR,,angling,UKL,Skillet Handle,M,2,2,2,,649,,3068,45.5,21.8,,36,003BC3BF85,,,N,,"yellow spot, bad lesion on left side, healthy specimen, mort"
5/23/2017,WT,,angling,Keno,Topsy,,1,1,1,,207,,112,129.4,29.1,,,003BC3BF3F,,,N,,mayfly and caddis parts in diet but diet disregarded due to insects in lavage water
5/23/2017,WT,,angling,Keno,Topsy,,2,2,2,,200,,90,149.5,39,,37,003BC3BFB0,,,N,,good condition per WT
5/23/2017,WT,,angling,Keno,Topsy,,3,3,3,,275,,286,70.9,29.6,,38,003BC3BF2A,,,N,,
5/23/2017,WT,,angling,Keno,Topsy,,4,4,4,,259,,232,72.2,23.7,,39,003BC3BF55,,,N,,
5/23/2017,WT,,angling,Keno,Topsy,,5,5,5,,104,,18,,,,,,,,N,,"no diet, mort"
5/23/2017,WT,,angling,Keno,Topsy,,6,6,6,,170,,88,,,,40,,,,,,also beetle larva 4 mm
5/26/2017,NH,,angling,Keno,Keno Dam,,1,KENO1,1,,317,,416,61.5,21,18.2,,003BC3BF25,170,15,N,0,"long transport, scale loss, deformed eyes (catlike), not given sedation and recovered well, temp read 18.8 at 1pm"
5/26/2017,NH,,angling,Keno,Keno Dam,F,2,KENO2,2,,414,,870,50.2,19.8,19.7,,003BC3BFC6,170,8,N,0,"went under at 1:30, thermal shock - transferred from 18.5C river to 14.8C tank for holding"
5/26/2017,NH,,angling,Keno,Keno Dam,F,3,KENO3,3,,428,,904,54.5,20.3,19.6,,003BC3BF06,170,4,N,1,"yellow spot between pectorals, 1 predation mark/laceration, questionable lamprey mark on peduncle - see nick's phone for photo, thermal shock - transferred from 18.5C river to 14.8C tank for holding"
5/26/2017,NH,,angling,Keno,Keno Dam,,4,KENO4,4,,305,,402,72.4,26,,,003BC3BF42,170,9,N,0,thermal shock - transferred from 18.5C river to 14.8C tank for holding
5/26/2017,NH,,angling,Keno,Keno Dam,M,5,KENO5,5,,340,,484,74.6,24.7,19.4,,003BC3BF13,170,12,N,0,"pale, skinnier, thermal shock - transferred from 18.5C river to 14.8C tank for holding"
5/26/2017,NH,,angling,Keno,Keno Dam,,6,KENO6,6,,336,,542,65.3,23.9,19.1,,003BC3BF5A,170,10,N,0,thermal shock - transferred from 18.5C river to 14.8C tank for holding
5/26/2017,NH,,angling,Keno,Keno Dam,,7,,,,419,,800,50.1,18.2,19.1,,,,,N,1,"lamprey below dorsal, bite out of bottom of caudal, very pale and dying, thermal shock - transferred from 18.5C river to 14.8C tank for holding"
5/26/2017,NH,,angling,Keno,Keno Dam,F,8,KENO7,8,,350,,630,58.2,22,19.1,,003BC3BF15,170,1,N,0,"fat, colorful, great condition, bleeder, thermal shock - transferred from 18.5C river to 14.8C tank for holding"
5/26/2017,NH,,angling,Keno,Keno Dam,M,9,KENO8,9,,386,,738,56.6,24.2,19.1,,003BC3BF48,170,13,N,0,"yellow dot in front of pectoral, good condition, colorful"
5/26/2017,NH,,angling,Keno,Keno Dam,M,10,KENO9,10,,354,,584,61,22.7,19.1,,003BC3BF4A,170,11,N,0,"lots of scale loss, yellow dot behind pectoral, somewhat dark/muted color"
5/26/2017,NH,,angling,Keno,Keno Dam,,11,KENO10,11,,417,,870,48,18.6,19.1,,,,,N,0,"went down 30s sooner than others, heavily descaled, dry (no slime), pale"
5/26/2017,NH,,angling,Keno,Keno Dam,,12,KENO11,12,,343,,546,,,,,,,,N,0,"mort, diet = empty/digested mush"
5/26/2017,NH,,angling,Keno,Keno Dam,,13,KENO12,13,,365,,620,,,,,,,,N,0,"mort, diet = 4 unid. fish approx. 55 mm, 1 diving beetle larva 30 mm"
5/26/2017,NH,,angling,Keno,Keno Dam,,14,KENO13,14,,282,,338,79.9,28.7,18.7,,003BC3BFAD,170,3,Y,0,"some scale loss, only 1 copepod on dorsal"
5/26/2017,NH,,angling,Keno,Keno Dam,F,15,KENO14,15,,476,,1376,39.8,16.6,18.4,,003BC3BF17,170,5,N,0,"very bright red coloring, top of caudal missing, skinny"
5/26/2017,NH,,angling,Keno,Keno Dam,,16,KENO15,16,,393,,766,58.9,24.7,18.4,,003BC3BFA0,170,2,N,0,"missing left pelvic fin, jaw injury, scale loss, rough texture"
5/26/2017,NH,,angling,Keno,Keno Dam,,17,KENO16,17,,256,,238,100.8,31.3,18.4,,,,,N,0,eye and jaw injury
7/14/2017,WT,,angling,Wood Delta,Wood Delta,M,1,,,,605,,2086,,,,13,,,,N,,"Looked like a female, small nub on lower jaw, slightly skinny"
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,1,1,,210,,,,,,,,,,,,
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,2,2,,212,,,,,,,,,,,,
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,3,3,,185,,,,,,,,,,,,girth 90mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,4,4,,245,,,,,,,,,,,,girth 110mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,5,5,,295,,,,,,,,,,,,girth 130mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,6,6,,184,,,,,,,,,,,,girth 91mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,7,7,,235,,,,,,,,,,,,girth 115mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,8,8,,258,,,,,,,,,,,,girth 127mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,9,9,,215,,,,,,,,,,,,girth 100mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,10,10,,355,,,,,,,,,,,,girth 150mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,11,11,,342,,,,,,,,,,,,girth 193mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,12,12,,193,,,,,,,,,,,,girth 96mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,13,13,,185,,,,,,,,,,,,girth 85mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,14,14,,315,,,,,,,,,,,,girth 150mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,15,15,,270,,,,,,,,,,,,girth 117mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,16,16,,285,,,,,,,,,,,,girth 135mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,17,17,,184,,,,,,,,,,,,
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,18,18,,174,,,,,,,,,,,,girth 84mm
7/18/2017,NH,JO,angling,Sprague,Kamkaun,,,19,19,,164,,,,,,,,,,,,girth 91mm
7/19/2017,NH,,angling,Pelican Bay,Recreation Ck,M,1,1,1,,530,,1564,53.5,21.1,,14,,,,,,
7/19/2017,NH,,angling,Pelican Bay,Recreation Ck,M,2,2,2,,469,,1154,62.4,26.7,,15,,,,Y,,"lamprey wounds healed, midges were pupae, gayle captured, caudal fin light copepod load, yellow bacteria"
7/19/2017,NH,,angling,Pelican Bay,Recreation Ck,F,3,3,3,,585,,2490,,,,16,,,,,,"mort redband empty, dead shortnose sucker near rocky pt resort"
7/19/2017,NH,,angling,Pelican Bay,Recreation Ck,U,4,4,4,,369,,380,86,26,,17,,,,Y,,"lamprey wounds healed, light copepods, skinny"
7/19/2017,NH,,angling,Pelican Bay,Recreation Ck,F,5,5,5,,530,,1390,51.9,21.8,,18,,,,N,,"empty stomach, tapioca disease? (actually copepod marks per bill -NH)"
7/19/2017,NH,,angling,Pelican Bay,Recreation Ck,M,6,6,6,,470,,1290,60,21.7,,19,,,,Y,,"tail frayed, heavy copepods, possible very old healed lamprey mark"
8/14/2017,JO,NH,mort,Pelican Bay,Harriman Ck,,,1,1,,215,,,,,,,,,,,,
8/15/2017,volunteer,LO,angling,Williamson,,,,WL7,,14.5,,,,,,,,,,,,,
8/15/2017,volunteer,LO,angling,Williamson,,,,WL3,,17,,,,,,,,,,,,,
8/15/2017,volunteer,LO,angling,Williamson,,,,WL6,,20.5,,,,,,,,,,,,,
8/16/2017,volunteer,DG,angling,Wood Delta,Wood Delta,F,,WR9,,20.5,,,,,,,,,,,,,
8/16/2017,volunteer,DG,angling,Wood Delta,Wood Delta,F,,2,,19,,,,,,,,,,,,,
8/16/2017,volunteer,DG,angling,Wood Delta,Wood Delta,F,,3,,21,,,,,,,,,,,,,
8/16/2017,volunteer,DG,angling,Wood Delta,Wood Delta,,,4,,12.5,,,,,,,,,,,,,
8/16/2017,volunteer,DG,angling,Wood Delta,Wood Delta,,,5,,14,,,,,,,,,,,,,
8/16/2017,volunteer,DL,angling,Williamson,,,,6,,13,,,,,,,,,,,,,
8/16/2017,volunteer,DG,angling,Wood Delta,Wood Delta,F,,7,,23.25,,,,,,,,,,,,,
8/16/2017,volunteer,DL,angling,Williamson,,,,WL1,,19.5,,,,,,,,,,,,,
8/16/2017,volunteer,DL,angling,Williamson,,,,WL2,,17,,,,,,,,,,,,,
8/16/2017,volunteer,DL,angling,Williamson,,,,WL4,,23.25,,,,,,,,,,,,,
8/16/2017,volunteer,DL,angling,Williamson,,,,WL5,,24,,,,,,,,,,,,,
8/17/2017,volunteer,DG,angling,Wood Delta,Wood Delta,M,,WR10,,22,,,,,,,,,,,,,hook jaw
8/18/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,,,,,,,,,,,,,,
8/18/2017,volunteer,DG,angling,Wood Delta,Wood Delta,,,2,,,,,,,,,,,,,,,
8/18/2017,volunteer,DG,angling,Wood Delta,Wood Delta,,,3,,,,,,,,,,,,,,,
8/18/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,PB5,,29.25,,,,,,,,,,,,,
8/18/2017,volunteer,DG,angling,Wood Delta,Wood Delta,F,,WR1,,22,,,,,,,,,,,,,
8/18/2017,volunteer,DG,angling,Wood Delta,Wood Delta,F,,WR3,,23.5,,,,,,,,,,,,,
8/19/2017,volunteer,LO,angling,Pelican Bay,Harriman Ck,,,1,,24.25,,,,,,,,,,,,,
8/19/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,2,,24,,,,,,,,,,,,,
8/19/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,3,,25.125,,,,,,,,,,,,,
8/19/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,4,,15.5,,,,,,,,,,,,,
8/19/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,PB4,,24.25,,,,,,,,,,,,,
8/19/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,PB6,,26,,,,,,,,,,,,,
8/20/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,24.125,,,,,,,,,,,,,
8/20/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,2,,24.5,,,,,,,,,,,,,
8/20/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,3,,21.5,,,,,,,,,,,,,
8/20/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,4,,27.5,,,,,,,,,,,,,
8/20/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,5,,28,,,,,,,,,,,,,
8/20/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,6,,20.5,,,,,,,,,,,,,
8/21/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,26,,,,,,,,,,,,,
8/21/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,2,,28.5,,,,,,,,,,,,,
8/21/2017,volunteer,CF,angling,Wood Delta,Wood River,,,3,,13,,,,,,,,,,,,,
8/21/2017,volunteer,CF,angling,Wood Delta,Wood Delta,M,,WR4,,21,,3,,,,,,,,,,,
8/21/2017,volunteer,CF,angling,Wood Delta,Wood Delta,F,,WR6,,24,,4,,,,,,,,,,,no bad marks
8/22/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,22,,,,,,,,,,,,,
8/23/2017,volunteer,CF,angling,Wood Delta,Wood Delta,,,1,,20,,,,,,,,,,,,,
8/23/2017,volunteer,CF,angling,Wood Delta,Wood Delta,,,2,,17,,,,,,,,,,,,,
8/23/2017,volunteer,CF,angling,Wood Delta,Wood River,,,3,,16,,,,,,,,,,,,,
8/23/2017,volunteer,CF,angling,Wood Delta,Wood Delta,F,,WR2,,18,,,,,,,,,,,,,clean
8/23/2017,volunteer,CF,angling,Wood Delta,Wood Delta,,,WR5,,25,,,,,,,,,,,,,good shape
8/24/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,23.75,,,,,,,,,,,,,
8/24/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,2,,26.125,,,,,,,,,,,,,
8/24/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,3,,27.25,,,,,,,,,,,,,
8/24/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,4,,25.5,,,,,,,,,,,,,
8/24/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,5,,21.25,,,,,,,,,,,,,
8/25/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,24,,,,,,,,,,,,,
8/25/2017,volunteer,CF,angling,Wood Delta,Wood Delta,,,2,,22,,,,,,,,,,,,,
8/26/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,23.5,,,,,,,,,,,,,
8/26/2017,volunteer,DL,angling,Wood Delta,,,,2,,18,,,,,,,,,,,,,
8/26/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,3,,24.25,,,,,,,,,,,,,
8/28/2017,volunteer,DL,angling,Wood Delta,,,,1,,13,,,,,,,,,,,,,"labeled ""wood"""
8/28/2017,volunteer,DL,angling,Wood Delta,,,,2,,10,,,,,,,,,,,,,"labeled ""wood"""
8/28/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,3,,22,,,,,,,,,,,,,
8/29/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,23.5,,,,,,,,,,,,,
9/1/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,23,,,,,,,,,,,,,
9/2/2017,volunteer,LO,angling,Williamson,,,,1,,12,,,,,,,,,,,,,
9/2/2017,volunteer,LO,angling,Williamson,,,,WL8,,14.5,,,,,,,,,,,,,
9/2/2017,volunteer,LO,angling,Williamson,,,,WL9,,15,,,,,,,,,,,,,
9/5/2017,volunteer,LO,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,1,,23,,,,,,,,,,,,,
9/5/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,2,,24,,,,,,,,,,,,,
9/5/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,3,,24,,,,,,,,,,,,,
9/6/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,16,,,,,,,,,,,,,
9/6/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,2,,20,,,,,,,,,,,,,
9/6/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,3,,25.5,,,,,,,,,,,,,
9/7/2017,volunteer,DL,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,,,3,,29.5,,,,,,,,,,,,,
9/7/2017,JO,,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,F,,1,,,539,,1968,,,,,,,,,,
9/7/2017,JO,,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,F,,2,,,475,,1308,,,,,,,,,,
9/7/2017,JO,,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,M,,PB2,,,585,,2402,,,,,,,,,,
9/7/2017,JO,,angling,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,F,,PB3,,,545,,1892,,,,,,,,,,
9/10/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,1,,23.5,,,,,,,,,,,,,
9/10/2017,volunteer,LO,angling,Pelican Bay,Recreation Ck,,,2,,25.25,,,,,,,,,,,,,
9/13/2017,JO,WT,mort,Pelican Bay,Pelican Bay/Rocky Pt Shoreline,M,,PB1,,,625,,,,,,,,,,N,,DO deprivation
9/14/2017,volunteer,MM,angling,Williamson,Chiloquin to 97,,,1,,11,,,,,,,,,,,,,"bottom edge lonesome duck riffle, water 56F"
9/22/2017,volunteer,CF,angling,Wood Delta,Wood Delta,F,,1,,18,,,,,,,,,,,,,
9/23/2017,volunteer,CF,angling,Wood Delta,Wood Delta,F,,1,,21,,,,,,,,,,,,,
9/30/2017,volunteer,LO,angling,Pelican Bay,Harriman Ck,,,1,,17.5,,,,,,,,,,,,,
9/30/2017,volunteer,LO,angling,Pelican Bay,Harriman Ck,,,2,,18.25,,,,,,,,,,,,,
9/30/2017,volunteer,LO,angling,Pelican Bay,Harriman Ck,,,3,,17.25,,,,,,,,,,,,,
10/8/2017,volunteer,LO,angling,Agency L,,,,1,,25.125,,,,,,,,,,,,,
10/13/2017,volunteer,LO,angling,Agency L,,,,1,,29,,,,,,,,,,,,,
10/20/2017,volunteer,LO,angling,Sprague,,,,1,,24.5,,,,,,,,,,,,,
10/22/2017,volunteer,LO,angling,Sprague,,,,1,,24,,,,,,,,,,,,,
10/28/2017,volunteer,LO,angling,Sprague,,,,1,,23,,,,,,,,,,,,,
10/28/2017,volunteer,LO,angling,Sprague,,,,2,,27,,,,,,,,,,,,,
11/25/2017,volunteer,"DQ,MD",angling,,Eulalona,F,,1,,22.5,,,,,,,,,,,,,
11/27/2017,WT,,mort,Sunnybrook,,M,,ADFL4,,25,,,,,,,,,,,,,
11/29/2017,volunteer,"DQ,MD",angling,,Social Security,M,,1,,21.75,,,,,,,,,,,,,
12/2/2017,volunteer,"DQ,MD",angling,,Social Security,M,,1,,25.75,,8.25,,,,,,,,,,,
12/7/2017,volunteer,"DQ,MD",angling,UKL,Putnam Point,,,1,,21.5,,6,,,,,,,,,,,
12/7/2017,WT,,mort,Sunnybrook,,,,ADFL5,,,,,,,,,,,,,,,"skin sample, not fin"
12/7/2017,WT,,mort,Sunnybrook,,M,,ADFL6,,19,,,,,,,,,,,,,
12/7/2017,WT,,mort,Sunnybrook,,,,ADFL7,,,,,,,,,,,,,,,"skin sample, not fin"
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,,1,,,,464,,1380,,,,207,003BC3BF9A,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,,2,,,,355,,518,,,,208,003BC3BF66,,,,,recap
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,M,3,,,,380,,666,,,,209,003BC3BFA5,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,M,4,,,,380,,650,,,,210,003BC3BF6D,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,F,5,,,,390,,740,,,,211,003BC3BF88,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,,6,,,,347,,442,,,,212,003BC3BF94,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,,7,,,,353,,580,,,,213,003BC3BFB4,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,F,8,,,,378,,636,,,,214,003BC3BFA4,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,F,9,,,,307,,382,,,,215,003BC3BFB6,,,,,
12/9/2017,NH,"WT,JA,MH,MW",angling,Keno,Powerlines,,10,,,,376,,616,,,,216,003BC3BFC2,,,,,
12/9/2017,volunteer,"DQ,MD",angling,,Eulalona,F,,1,,21.5,,3.5,,,,,,,,,,,
12/10/2017,volunteer,"DQ,MD",angling,,Eulalona,F,,1,,25.5,,8,,,,,,,,,,,
12/11/2017,volunteer,"DQ,MD",angling,,Eulalona,,,1,,19.5,,,,,,,,,,,,,
12/13/2017,volunteer,"DQ,MD",angling,,Eulalona,,,1,,18,,,,,,,,,,,,,spawner
12/14/2017,volunteer,"DQ,MD",angling,UKL,Putnam Point,,,1,,20,,5,,,,,,,,,,,
12/14/2017,volunteer,"DQ,MD",angling,UKL,Putnam Point,,,1,,25.5,,9,,,,,,,,,,,
12/15/2017,volunteer,"DQ,MD",angling,,Eulalona,,,1,,19,,,,,,,,,,,,,
